Cork Nut,2,,M.R. Trower,M.R. Trower,M.R. Trower,,,,,,minicomic
Corum: the Bull and the Spear,1,First,Mike Mignola,Mark Shainblum,Jill Thompson,,1985,,Yes,,comic
Cosplay Captain America,,,Zac Finger,Zac Finger,Zac Finger,,,,,,minicomic
Cosplayers,1,Fantagraphics,Dash Shaw,Dash Shaw,Dash Shaw,,,,,,indie
Cosplayers,2,Fantagraphics,Dash Shaw,Dash Shaw,Dash Shaw,,,,,,indie
Coutoo,1,Dark Horse,,Andreas,Andreas,one-shot,,Yes,No,,comic
Crackbusters,1,Showcase,Rich Buckler,Paul Simone,Dave Schwartz,Jason Hamlin dollar bin Heroescon 2019,1986,No,,No,comic
Crappy Comics,3,,Tim Root,Tim Root,Tim Root,,,,,,minicomic
Crash Ryan,1,Epic,,Ron Harris,Ron Harris,,,No,,,comic
Crash Ryan,2,Epic,,Ron Harris,Ron Harris,,,No,,,comic
Creepy,8,Dark Horse,Richard Corben,"Jeff Parker
Doug Moench
Rick Geary
Dan Braun
Bruce Jones","Colleen Coover
Kelley Jones
Rick Geary
Kyle Baker
Bernie Wrightson",,,Yes,Yes,,comic
Crickets,1,,Sammy Harkham,Sammy Harkham,Sammy Harkham,,,,,,minicomic
Crickets,2,,Sammy Harkham,Sammy Harkham,Sammy Harkham,,,,,,minicomic
Crickets,3,,Sammy Harkham,Sammy Harkham,Sammy Harkham,,,,,,minicomic
Crickets,4,,Sammy Harkham,Sammy Harkham,Sammy Harkham,,,,,,minicomic
Crickets,5,,Sammy Harkham,Sammy Harkham,Sammy Harkham,,,,,,minicomic
Crickets,6,,Sammy Harkham,Sammy Harkham,Sammy Harkham,,,,,,minicomic
Crime Classics,1,Eternity,,Maxwell Grant,Vernon Greene,black and white reprints,,No,,,comic
Crime World,,,David King,David King,David King,,,,,,minicomic
Crisis Zone,,,Ben Marcus,Ben Marcus,Ben Marcus,,,,,,minicomic
Critical Mass,1,"Epic
Shadowline Saga",,,"
",,,,,,comic
Critical Mass,2,"Epic
Shadowline Saga",,,,,,,,,comic
Critical Mass,3,"Epic
Shadowline Saga",,,,,,,,,comic
Critical Mass,4,"Epic
Shadowline Saga",,,,,,,,,comic
Critical Mass,5,"Epic
Shadowline Saga",,,,,,,,,comic
Critical Mass,6,"Epic
Shadowline Saga",,,,,,,,,comic
Critical Mass,7,"Epic
Shadowline Saga",,,,,,,,,comic
Crustacean Frustration,,,Rob Ullman,Rob Ullman,Rob Ullman,,,,,,minicomic
Crypt,1,Image,,,,,,,,,comic
Crystsar,1,Marvel,,Mary Jo Duffy,Bret Blevins,,,Yes,Yes,,comic
Cyanide Milkshake,2,,Liz Suburbia,Liz Suburbia,Liz Suburbia,,,,,,minicomic
Cyanide Milkshake,3,,Liz Suburbia,Liz Suburbia,Liz Suburbia,,,,,,minicomic
Cyanide Milkshake,4,,Liz Suburbia,Liz Suburbia,Liz Suburbia,,,,,,minicomic
Cyanide Milkshake,5,,Liz Suburbia,Liz Suburbia,Liz Suburbia,,,,,,minicomic
Cyanide Milkshake,6,,Liz Suburbia,Liz Suburbia,Liz Suburbia,,,,,,minicomic
Cyanide Milkshake,7,,Liz Suburbia,Liz Suburbia,Liz Suburbia,,,,,,minicomic
Cyanide Milkshake,8,,Liz Suburbia,Liz Suburbia,Liz Suburbia,,,,,,minicomic
"Cyber Force, Vol. 1",0,Image,Marc Silvestri,Eric Silvestri,"Marc Silvestri
Walt Simonson
David Finch",,,Yes,Yes,,comic
"Cyber Force, Vol. 1",1,Image,Marc Silvestri,Eric Silvestri,Marc Silvestri,,,,,,comic
"Cyber Force, Vol. 1",2,Image,Marc Silvestri,Eric Silvestri,Marc Silvestri,,,,,,comic
"Cyber Force, Vol. 1",3,Image,Marc Silvestri,Eric Silvestri,Marc Silvestri,,,,,,comic
"Cyber Force, Vol. 1",4,Image,Marc Silvestri,Eric Silvestri,Marc Silvestri,,,,,,comic
"Cyber Force, Vol. 2",5,Image,,Eric Silvestri,Marc Silvestri,,,No,Yes,,comic
"Cyber Force, Vol. 2",6,Image,,Eric Silvestri,Marc Silvestri,,,No,Yes,,comic
"Cyber Force, Vol. 2",11,Image,,Eric Silvestri,Marc Silvestri,,,No,Yes,,comic
"Cyber Force, Vol. 2",16,Image,,Eric Silvestri,Marc Silvestri,,,No,Yes,,comic
Cyber Frog,1,Harris,Ethan Van Sciver,Ethan Van Sciver,Ethan Van Sciver,,,Yes,Yes,,comic
Cyber Realm,,Nobrow,Wren McDonald,Wren McDonald,Wren McDonald,,,,,,minicomic
Cyblade,1,Image,,,,,,No,,,comic
Dad''s Weekend,,,Pete Toms,Pete Toms,Pete Toms,,,,,,minicomic
Daggurs: Troubled Youth,,,Sam Spina,Sam Spina,Sam Spina,,,,,,minicomic
Dakota North Investigation,1,Marvel ,Tony Salmons,Martha Thomases,Tony Salmons,,,Yes,Yes,,comic
Dakota North Investigation,2,Marvel ,Tony Salmons,Martha Thomases,Tony Salmons,,,Yes,Yes,,comic
Dakota North Investigation,3,Marvel ,Tony Salmons,Martha Thomases,Tony Salmons,,,Yes,Yes,,comic
Dakota North Investigation,4,Marvel ,Tony Salmons,Martha Thomases,Tony Salmons,,,Yes,Yes,,comic
Dalgoda,1,Upshot,Dennis Fujitake,Jan Strnad,Dennis Fujitake,,,Yes,Yes,,comic
Dalgoda: Flesh and Bones,1,Upshot,Dennis Fujitake,Jan Strnad,Dennis Fujitake,,,No,,,comic
Dalgoda: Flesh and Bones,2,Upshot,Dennis Fujitake,Jan Strnad,Dennis Fujitake,,,No,,,comic
Dalgoda: Flesh and Bones,4,Upshot,Dennis Fujitake,Jan Strnad,Dennis Fujitake,,,No,,,comic
Dang!,,,Martin Cendreda,Martin Cendreda,Martin Cendreda,,,,,,minicomic
Danger Country,,,Levon Jihanian,Levon Jihanian,Levon Jihanian,,,,,,minicomic
Daredevil,234,Marvel,,Mark Gruenwald,"Steve Ditko
Klaus Janson",,,No,,,comic
Daredevil Annual,7,Marvel,Mike Mignola,Gregory Wright,Ron Garney,"The Von Strucker Gambit, part 1 of 3",1991,Yes,Yes,,comic
Dark Age,,,Julia Gfrorer,Julia Gfrorer,Julia Gfrorer,,,,,,minicomic
Dark Horse 20 Years,1,Dark Horse,Mike Mignola,,,,2006,Yes,Yes,,comic
Dark Horse Comics,1,Dark Horse,,"Mark Verheiden
Chris Claremont
John Arcudi
Gary Gianni","Phil Hester
John Paul Leon
Gary Gianni",,,Yes,Yes,,comic
Dark Horse Comics,2,Dark Horse,Mike Mignola,"John Arcudi
Chris Claremont
Ian Edgington
Mark Verheiden","John Paul Leon
Vince Giararano
Rick Leonardi
Phil Hester",Includes John Paul Leon Robocop feature,1992,Yes,Yes,,comic
Dark Horse Comics,3,Dark Horse,,"Mark Verheiden
Chris Claremont
John Arcudi
Gary Gianni","Phil Hester
John Paul Leon
Gary Gianni",,,Yes,Yes,,comic
Dark Horse Presents,11,Dark Horse,,"Mark Badger
John Workman
Ross Evan West
Mark A. Nelson","Mark Badger
John Workman
Carel MOiseiwitsch
Mark A. Nelson",,,Yes,Yes,,comic
Dark Horse Presents,107,Dark Horse,,,,"Rusty Razorclam, President of Neptune",1996,Yes,Yes,,comic
Darker Image,1,Image,,"Sam Kieth
Rob Liefeld
Jim Lee","Sam Kieth
Rob Liefeld
Jim Lee",,,1,Yes,,comic
Darkness,,,Boulet,Boulet,Boulet,,,,,,minicomic
Day Job,,,Jordan Jeffries,Jordan Jeffries,Jordan Jeffries,,,,,,minicomic
Daygloayhole,1,,Ben Passmore,Ben Passmore,Ben Passmore,,,,,,minicomic
Daygloayhole,2,,Ben Passmore,Ben Passmore,Ben Passmore,,,,,,minicomic
Daygloayhole Quarterly,1,Silver Sprocket,Ben Passmore,Ben Passmore,Ben Passmore,,,,,,indie
"Deadly Duo, The",1,Image,,,,,,,,,comic
"Deadly Duo, The",2,Image,,,,,,,,,comic
Deadman,3,DC,Mike Mignola,Steve Vance,Josef Beroy,,2002,,Yes,,comic
Deadman,4,DC,Mike Mignola,Steve Vance,Josef Beroy,,2002,,Yes,,comic
Deadman,5,DC,Mike Mignola,Steve Vance,Josef Beroy,,2002,,Yes,,comic
Dear Amanda,,,Cathy Johnson,Cathy Johnson,Cathy Johnson,,,,,,minicomic
Death Talks About Life,1,Vertigo,,Neil Gaiman,Dave McKean,AIDS PSA,,Yes,No,,comic
Deathlok,7,Marvel,,Gregory Wright,Denys Cowan,,,No,,,comic
Deathmate: Black,1,"Image, Valiant",,"Brandon Choi
Eric Silvestri","Brandon Peterson
Brett Booth
Marc Silvestri
Jeffrey Scott
Scott Clark
Greg Capullo
Jim Lee
Whilce Portacio",,,No,,,comic
Deathmate: Blue,1,"Image, Valiant",,John Ostrander,Jim Calafiore,,,No,,,comic
Deathmate: Epilogue,1,"Image, Valiant",,Bob Layton,Marc Silvestri,,,No,,,comic
Deathmate: Prologue,1,"Image, Valiant",,Bob Layton,Barry Windsor-Smith,,,No,,,comic
Debbie''s Inferno,,,Anne Emond,Anne Emond,Anne Emond,,,,,,minicomic
Deep Deep Down,,,Thiva Froes,Thiva Froes,Thiva Froes,,,,,,minicomic
Delay Trust/Turtles Day,,,Christopher Green,Christopher Green,Christopher Green,,,,,,minicomic
Department O,,,Andrew Maclean,,Andrew Maclean,,,,,,minicomic
Detective Comics,1,DC,,Frank Miller,Frank Miller,Dark Knight Universe mini,,Yes,Yes,,comic
Detective Comics,27,DC,,,,Millennium reprint,,Yes,Yes,,comic
Detective Comics,38,DC,,,,Millennium reprint,,Yes,Yes,,comic
Detective Comics,583,DC,Mike Mignola,"John Wagner
Alan Grant",Norm Breyfogle,,1998,,Yes,,comic
Devil''s Slice of Life,,,Patrick Crotty,Patrick Crotty,Patrick Crotty,,,,,,minicomic
Diary Comics,1,,Dustin Harbin,Dustin Harbin,Dustin Harbin,,,,,,minicomic
Diary Comics,2,,Dustin Harbin,Dustin Harbin,Dustin Harbin,,,,,,minicomic
Diary Comics,3,,Dustin Harbin,Dustin Harbin,Dustin Harbin,,,,,,minicomic
Diary Comics,4,,Dustin Harbin,Dustin Harbin,Dustin Harbin,,,,,,minicomic
Diary Comics,5,,Dustin Harbin,Dustin Harbin,Dustin Harbin,,,,,,minicomic
Diary Comics,6,,Dustin Harbin,Dustin Harbin,Dustin Harbin,,,,,,minicomic
Dick Tracy Adventures,1,Gladstone,Chester Gould,Chester Gould,Chester Gould,prestige format,,Yes,Yes,,comic
Dick Tracy: Dead or Alive,1,IDW,Mike Allred,Mike Allred,Rich Tommaso,,,Yes,Yes,,comic
Dick Tracy: Dead or Alive,2,IDW,Mike Allred,Mike Allred,Rich Tommaso,,,Yes,Yes,,comic
Dick Tracy: Dead or Alive,,,Rich Tommaso,Mike Allred,Rich Tommaso,,,,,,comic
Dick Williams,,,Jack Teagle,Jack Teagle,Jack Teagle,,,,,,minicomic
Die Homer,,,Tyler Hutchison,Tyler Hutchison,Tyler Hutchison,,,,,,minicomic
Dino Island,1,Mirage,,Jim Lawson,Jim Lawson,,,Yes,Yes,,comic
Disarmed,,,Joe Hunter,Joe Hunter,Joe Hunter,,,,,,minicomic
Disquietville Showcase,1,,Daniel Spottswood,Daniel Spottswood,Daniel Spottswood,,,,,,minicomic
Disquietville Tales,1,,Daniel Spottswood,Daniel Spottswood,Daniel Spottswood,,,,,,minicomic
"Distant Soil, A",1,Aria Press,Colleen Doran ,Colleen Doran ,Colleen Doran,,,Yes,No,,comic
"Distant Soil, A",6,Warp Graphics,Colleen Doran ,Colleen Doran ,Colleen Doran,,,Yes,No,,comic
Ditko''s World,1,Renegade,Steve Ditko,Steve Ditko,Steve Ditko,,,Yes,Yes,,comic
Ditko''s World,2,Renegade,Steve Ditko,Steve Ditko,Steve Ditko,,,No,Yes,,comic
Ditko''s World,3,Renegade,Steve Ditko,Steve Ditko,Steve Ditko,,,No,Yes,,comic
Doc Weird''s Thrill Book,3,,,,,,,Yes,No,,comic
Doctor Strange,64,Marvel,Tony Salmons,Ann Nocenti,Tony Salmons,,,No,,,comic
Doctor Tomorrow,1,Acclaim,Mike Mignola,Bob Layton,Don Perlin,,1997,Yes,Yes,Yes,comic
Doctor Zero,3,"Epic
Shadowline Saga",Kevin Nowlan,,Denys Cowan,,,No,,,comic
Dog Craps,1,,Sam Spina,Sam Spina,Sam Spina,,,,,,minicomic
Dog Craps,2,,Sam Spina,Sam Spina,Sam Spina,,,,,,minicomic
Don''t Look Back,,,Rich Tommaso,Rich Tommaso,Rich Tommaso,,,,,,minicomic
Don''t Wanna Close My Eyes,,,Jacob Canfield,Jacob Canfield,Jacob Canfield,,,,,,minicomic
Doodle Zine,,,Greg Steele,Greg Steele,Greg Steele,,,,,,minicomic
Doom''s IV,1,Image,,Rob Liefeld,Mark Pacella,,,Yes,Yes,,comic
Doom''s IV,2,Image,,Rob Liefeld,Mark Pacella,,,No,Yes,,comic
Doom''s IV,3,Image,,Rob Liefeld,Mark Pacella,,,No,Yes,,comic
Doom''s IV,4,Image,,Rob Liefeld,Mark Pacella,,,No,Yes,,comic
Double+,1,,Ben Sears,Ben Sears,Ben Sears,,,,,,minicomic
Dracula,1,Topps,Mike Mignola,Roy Thomas,Mike Mignola,,1992,Yes,Yes,,comic
Dracula,2,Topps,Mike Mignola,Roy Thomas,Mike Mignola,,1992,Yes,Yes,,comic
Dracula,3,Topps,Mike Mignola,Roy Thomas,Mike Mignola,,1992,Yes,Yes,,comic
Dracula,4,Topps,Mike Mignola,Roy Thomas,Mike Mignola,,1992,Yes,Yes,,comic
Drag Bandits,,,Colleen Frakes,Colleen Frakes,Colleen Frakes,,,,,,minicomic
Dragonring,3,Aircel,,,,,,Yes,No,,comic
Dragonring,6,Aircel,Guang Yap,Gordon Derry,"Guang Yap
Barry Blair
Dave Cooper",,,,,,comic
Dragonring,13,Aircel,Dale Keown,"Barry Blair
Dale Keown",Dale Keown,Jason Hamlin dollar bin Heroescon 2019,1987,No,,Yes,comic
Dragonring,14,Aircel,Dale Keown,"Barry Blair
Dale Keown",Dale Keown,Jason Hamlin dollar bin Heroescon 2019,1988,No,,Yes,comic
Drifters,1,Infiity,Bobby Hickey,Bobby Hickey,Bobby Hickey,Jason Hamlin dollar bin Heroescon 2019,1986,No,,,comic
Drunk Volcano,,,Jesse Mead,Jesse Mead,Jesse Mead,,,,,,minicomic
Dueling,,,Noah Van Sciver,Noah Van Sciver,Noah Van Sciver,,,,,,minicomic
Dune,,,Bobby Mono,Bobby Mono,Bobby Mono,,,,,,minicomic
Eagle All-Star,1,Aw Yeah,,"Jamie Cosley
Art Baltazar
Franco Aureliani",Franco Aureliani,,,Yes,No,,minicomic
Eat Man,5,Viz Manga Heroes,Akihito Yoshitomi,Akihito Yoshitomi,Akihito Yoshitomi,,,Yes,No,,manga
Eat More Bikes,,,Nathan Bulmer,Nathan Bulmer,Nathan Bulmer,,,,,,minicomic
Eat More Bikes Funny Book,3,,Nathan Bulmer,Nathan Bulmer,Nathan Bulmer,,,,,,minicomic
Eat or Be Meatball,,,Liz Suburbia,Liz Suburbia,Liz Suburbia,,,,,,minicomic
"Eat, Bogart, Eat",,,Pranas Naujokaitis,Pranas Naujokaitis,Pranas Naujokaitis,,,,,,minicomic
Edge,1,Silverwolf,Gary Shipman,"Stephen Cook
Kris Silver",Gary Shipman,Jason Hamlin dollar bin Heroescon 2019,1987,No,,,comic
Edna II,,,Sophie Goldstein,Sophie Goldstein,Sophie Goldstein,,,,,,minicomic
Eggs on Bread,1,,Mason Dickerson,Mason Dickerson,Mason Dickerson,,,Yes,Yes,,minicomic
Eggs on Bread,2,,Mason Dickerson,Mason Dickerson,Mason Dickerson,,,Yes,Yes,,minicomic
Eik,,,M.R. Trower,M.R. Trower,M.R. Trower,,,,,,minicomic
"Elektra Saga, The",1,Marvel,Frank Miller,Frank Miller,"Frank Miller
Klaus Janson",,,Yes,Yes,,comic
"Elektra Saga, The",2,Marvel,Frank Miller,Frank Miller,"Frank Miller
Klaus Janson",,,Yes,Yes,,comic
"Elektra Saga, The",3,Marvel,Frank Miller,Frank Miller,"Frank Miller
Klaus Janson",,,Yes,Yes,,comic
"Elektra Saga, The",4,Marvel,Frank Miller,Frank Miller,"Frank Miller
Klaus Janson",,,Yes,Yes,,comic
Elf + Woose (with Rachel Mongin),,,Ethan Mongin,Ethan Mongin,Ethan Mongin,,,,,,minicomic
Elf Story,,,Jack Teagle,Jack Teagle,Jack Teagle,,,,,,minicomic
Elf World,1,,,,,,,,,,minicomic
Elf World,3,,,,,,,,,,minicomic
"Elfquest, Vol. 2",30,Marvel,,Wendy Pini,Wendy Pini,,,No,,,comic
Elizabeth of Canada,1,,Michael Deforge,Michael Deforge,Michael Deforge,,,,,,minicomic
Elizabeth of Canada,2,,Michael Deforge,Michael Deforge,Michael Deforge,,,,,,minicomic
Eras:Parrish,,,James Lloyd,James Lloyd,James Lloyd,,,,,,minicomic
"Erotic Worlds of Frank Throne, The",1,Eros,Frank Thorne,Frank Thorne,Frank Thorne,purchased from Jason Hamlin Heroescon 2016,,Yes,Yes,,comic
Error! Error!,,,Drew Brockington,Drew Brockington,Drew Brockington,,,,,,minicomic
Eschew,1,,Robert Sergel,Robert Sergel,Robert Sergel,,,,,,minicomic
Eternal Warrior,2,Valiant,Walt Simonson,Jim Shooter,John Dixon,,,Yes,No,,comic
Evangeline,1,Comico,Judith Hunt,Chuck Dixon,Judith Hunt,,,No,,,comic
Evangeline,2,Comico,Judith Hunt,Chuck Dixon,Judith Hunt,,,No,,,comic
Ex Machina Special,1,Wildstorm,,Brian K. Vaughan,Tony Harris,,,Yes,Yes,,comic
Ex Machina Special,2,Wildstorm,,Brian K. Vaughan,Tony Harris,,,Yes,Yes,,comic
Executioner and Friend,,,Jimmy Giegerich,Jimmy Giegerich,Jimmy Giegerich,,,,,,minicomic
Express,,,Lale Westvind,Lale Westvind,Lale Westvind,,,,,,minicomic
Extreme Destroyer Prologue,1,Image,,Jim Valentino,Rob Liefeld,,,1,Yes,,comic
Fallen Angels,6,Marvel,Mike Mignola,Jo Duffy,Joe Staton,,1987,,Yes,,comic
Falls From Above,,,Christopher Green,Christopher Green,Christopher Green,,,,,,minicomic
Fantasy Basketball,,,Sam Bosma,Sam Bosma,Sam Bosma,,,,,,minicomic
Fantasy Masterpieces,2,Marvel,,,"Jack Kirby
Steve Ditko","contains stories from:
Tales of Suspense 12, 89
Journey into Mystery 57",,No,,,comic
Farm School,,,Jason Turner,Jason Turner,Jason Turner,,,,,,minicomic
Farmer''s Dilemma,,,Sam Alden,Sam Alden,Sam Alden,,,,,,minicomic
Fashion in Action,1,Eclipse,,"John K. Snyder
Chris Fauver",John K. Snyder,,,Yes,Yes,,comic
Faults,,,Adam Meuse,Adam Meuse,Adam Meuse,destroyed by cat piss,,,,,minicomic
Feeble Attempts,,,Jeffrey Brown,Jeffrey Brown,Jeffrey Brown,,,,,,minicomic
Fight Frogs,1,,Jimmy Giegerich,Jimmy Giegerich,Jimmy Giegerich,,,,,,minicomic
Fight Frogs,2,,Jimmy Giegerich,Jimmy Giegerich,Jimmy Giegerich,,,,,,minicomic
Fight or Run,,,Kevin Huizenga,Kevin Huizenga,Kevin Huizenga,,,,,,minicomic
Fight!,1,,Jack Teagle,Jack Teagle,Jack Teagle,,,,,,minicomic
Fight!,2,,Jack Teagle,Jack Teagle,Jack Teagle,,,,,,minicomic
Final Frontier,,,Tom Scioli,Tom Scioli,Tom Scioli,,,,,,minicomic
Fixated,,,Corinne Mucha,Corinne Mucha,Corinne Mucha,,,,,,minicomic
Flash,115,DC,,,Jim Chueng,owned as a kid,,Yes,Yes,,comic
Flash Gordon,2,Marvel,,,Al WIlliamson,1995?,,Yes,Yes,,comic
Flash Gordon,8,King,,,,,,,,,indie
Flayed Corpse,,,Josh Simmons,Josh Simmons,Josh Simmons,,,,,,minicomic
Flesh and Bone,,,Julia Gfrorer,Julia Gfrorer,Julia Gfrorer,,,,,,minicomic
Flip Your Fingers,,,Christopher Green,Christopher Green,Christopher Green,,,,,,minicomic
Flocks,1,,L. Nichols,L. Nichols,L. Nichols,,,,,,minicomic
Fluke,6,,,,,,,,,,minicomic
Fluke 2009,,,,,,,,,,,minicomic
Fluke 2010,,,,,,,,,,,minicomic
Fluke 2011,,,,,,,,,,,minicomic
Fluke Souvenir Book 2013,,,,,,,,,,,minicomic
Fluxo,,,Sam Alden,Sam Alden,Sam Alden,,,,,,minicomic
Fog,,,Gerardo Alba,Gerardo Alba,Gerardo Alba,,,,,,minicomic
Foldy Comics: A Special Message from Ernesto and Cookie Monster,,,Josh Shalek,Josh Shalek,Josh Shalek,,,,,,minicomic
Foldy Comics: Malcolm Gladwell,,,Josh Shalek,Josh Shalek,Josh Shalek,,,,,,minicomic
Foldy Comics: Nick Offerman Builds a Canoe,,,Josh Shalek,Josh Shalek,Josh Shalek,,,,,,minicomic
Force Majeure,1,,Keenan Marshall Keller,Keenan Marshall Keller,Keenan Marshall Keller,,,Yes,No,Yes,minicomic
FourSquares,,,,,,,,,,,minicomic
"Frankenstein Dracula War, The",1,Topps,Mike Mignola,Roy Thomas,Jean-Claude St. Aubin,,1995,,Yes,,comic
"Frankenstein Dracula War, The",2,Topps,Mike Mignola,Roy Thomas,Jean-Claude St. Aubin,,1995,,Yes,,comic
"Frankenstein Dracula War, The",3,Topps,Mike Mignola,Roy Thomas,Jean-Claude St. Aubin,,1995,,Yes,,comic
Freak Force,1,Image,,,,,,,,,comic
Freak Force,2,Image,,,,,,,,,comic
Freak Force,3,Image,,,,,,,,,comic
Freak Force,4,Image,,,,,,,,,comic
Freak Force,5,Image,,,,,,,,,comic
Freak Force,6,Image,,,,,,,,,comic
Free Comic Book Day 2007,1,Dark Horse,,"Gerard Way
Ron Marz
Arvid Nelson","Gabriel Ba
Clement Sauve
Matt Camp","contains 12-page feature: The Umbrella Academy: The Murder Magician
(2 copies)",,Yes,Yes,,comic
Free Comic Book Day Comic Book (Oh Blessed Vision),,AdHouse,Joel Priddy,Joel Priddy,Joel Priddy,,,,,
Free People,,,L. Nichols,L. Nichols,L. Nichols,,,,,,minicomic
Free Scott Pilgrim,,,,,,,,,,,comic
Free Stooges,,,,,,,,,,
Freex,1,"Malibu
Ultraverse",Walt Simonson,Gerard Jones,Ben Herrera,,,Yes,No,,comic
Fresh to Death,,,Sam Spina,Sam Spina,Sam Spina,,,,,,minicomic
Friendly Neighborhood Spider-man Annual,1,Marvel,,Peter David,Ronan Cliquet,,,Yes,No,,comic
Frontier,5,Youth in Decline,Sam Alden,Sam Alden,Sam Alden,,,,,,minicomic
Frontier,9,Youth in Decline,,,,,,,,,indie
Frontier,11,Youth in Decline,Eleanor Davis,Eleanor Davis,Eleanor Davis,,,,,,minicomic
Frontier,13,Youth in Decline,Richie Pope,Richie Pope,Richie Pope,,,,,,minicomic
Fuck Wizards,,,Eleanor Davis,Eleanor Davis,Eleanor Davis,,,,,,minicomic
Funeral Parlor,,,Robert Young,Robert Young,Robert Young,,,,,,minicomic
Funny Book,,,,,,,,,,
Fut Chi Perf,,,Kevin Czap,Kevin Czap,Kevin Czap,,,,,,minicomic
G.I. Joe: Sierra Muerte,1,IDW,Michel Fiffe,Michel Fiffe,Michel Fiffe,,,,,,comic
G.I. Joe: Sierra Muerte,2,IDW,Michel Fiffe,Michel Fiffe,Michel Fiffe,,,,,,comic
Galactic Breakdown,1,,Keenan Marshall Keller,Keenan Marshall Keller,Keenan Marshall Keller,,,Yes,No,Yes,minicomic
Gang War,1,,Nick Liappis,Nick Liappis,Nick Liappis,,,,,,minicomic
Gang War,2,,Nick Liappis,Nick Liappis,Nick Liappis,,,,,,minicomic
Ganges,1,,Kevin Huizenga,Kevin Huizenga,Kevin Huizenga,,,,,,minicomic
Ganges,2,,Kevin Huizenga,Kevin Huizenga,Kevin Huizenga,,,,,,minicomic
"Gantar, The Last Nabu",1,Target,John A. Peck,John A. Peck,John A. Peck,Jason Hamlin dollar bin Heroescon 2019,1986,No,,,comic
Garage Island,,,Max Huffman,Max Huffman,Max Huffman,,,,,,minicomic
Garfield: Homecoming,3,Boom!,Ben Sears,,Ben Sears,,,,,,comic
Georgia in the Desert,,,Todd Webb,Todd Webb,Todd Webb,,,,,,minicomic
Ghost/Hellboy,1,Dark Horse,Mike Mignola,Mike Mignola,Scott Benefiel,,1996,Yes,Yes,,comic
Ghost/Hellboy,2,Dark Horse,Mike Mignola,Mike Mignola,Scott Benefiel,,1996,Yes,Yes,,comic
Girl Crazy,2,Dark Horse,Jaime Hernandez,Gilbert Hernandez,Gilbert Hernandez,,,Yes,Yes,,comic
Glam Thanksgiving,,,Andrea Tsurumi,Andrea Tsurumi,Andrea Tsurumi,,,,,,minicomic
Go-bots,1,IDW,Tom Scioli,Tom Scioli,Tom Scioli,,,Yes,Yes,,comic
Go-bots,2,IDW,Tom Scioli,Tom Scioli,Tom Scioli,,,,,,comic
Go-bots,3,IDW,Tom Scioli,Tom Scioli,Tom Scioli,,,,,,comic
Go-bots,4,IDW,Tom Scioli,Tom Scioli,Tom Scioli,,,,,,comic
Go-bots,5,IDW,Tom Scioli,Tom Scioli,Tom Scioli,,,,,,comic
Gold Star,,,John Martz,John Martz,John Martz,,,,,,minicomic
Golden Smoke,,,Warren Craghead,Warren Craghead,Warren Craghead,,,,,,minicomic
"Good Guys, The",1,Defiant,,"Jim Shooter
Jan Childress",Grey,,,Yes,No,,comic
Grandma Stories,,,Sam Spina,Sam Spina,Sam Spina,,,,,,minicomic
Graxa Gamgasher,,,Andrea Tsurumi,Andrea Tsurumi,Andrea Tsurumi,,,,,,minicomic
Green Hornet,1,Dynamite,,Kevin Smith,Jonathan Lau,FCBD edition,,Yes,No,,comic
Grey Area: From the City to the Sea,,,Tim Bird,Tim Bird,Tim Bird,,,,,,minicomic
Grifter,1,Image,,Steve Seagel,Ryan Benjamin,,,1,Yes,,comic
Grips,1,Silver Wolf,,Kris Silver,Tim Vigil,Xmas gift 2018 from Greg,,Yes,Yes,
Guff!,1,Dark Horse,,Jay Lynch,"Sergio Aragones
Dave Cooper
Gavin McInnes
Jay Stephens
Pat McEown
John Proud",,,Yes,Yes,,comic
Gun Fury,1,Aircel,,Barry Blair,Dave Cooper,,,Yes,Yes,,comic
Gun Fury,3,Aircel,,Barry Blair,Dave Cooper,,,No,Yes,,comic
Gun Fury,4,Aircel,,Barry Blair,Dave Cooper,,,No,Yes,,comic
Gun Fury,5,Aircel,,Barry Blair,Dave Cooper,,,No,Yes,,comic
Gun Fury,7,Aircel,,Barry Blair,Dave Cooper,,,No,Yes,,comic
Gun Fury,8,Aircel,,Barry Blair,Dave Cooper,,,No,Yes,,comic
Gun Fury,9,Aircel,,Barry Blair,Dave Cooper,,,No,Yes,,comic
"Gunmaster, Vol. 5",86,Charlton,,,,,,No,Yes,,comic
Habit,2,,,,,,,,,
Hairguy,2,,Peter Faecke,Peter Faecke,Peter Faecke,,,,,,minicomic
Handout Comics,2,,,,,,,,,
Hardcase,1,"Malibu
Ultraverse",Dave Gibbons,James Hudall,Jim Callahan,,,Yes,Yes,,comic
Hardcase,2,"Malibu
Ultraverse",,James Hudall,Cranial Implant Studio,,,Yes,Yes,,comic
Hardcase,3,"Malibu
Ultraverse",,James Hudall,,,,Yes,Yes,,comic
Hardcase,4,"Malibu
Ultraverse",,James Hudall,,,,Yes,Yes,,comic
Hardware,1,"DC, Milestone",,Dwayne McDuffie,Denys Cowan,Xmas gift 2018 from Greg,,Yes,Yes,,comic
Harold,,,Antoine Cosse,Antoine Cosse,Antoine Cosse,,,,,,minicomic
Hawaii 1997,,,Sam Alden,Sam Alden,Sam Alden,,,,,,minicomic
Hawkmoon: Jewel of the Skull,1,First,,Gerry Conway,Rafael Kayanan,,,No,No,,comic
