Hawkmoon: Jewel of the Skull,2,First,,Gerry Conway,Rafael Kayanan,,,No,No,,comic
Hawkmoon: Jewel of the Skull,3,First,,Gerry Conway,Rafael Kayanan,,,No,No,,comic
Hawkmoon: Jewel of the Skull,4,First,,Gerry Conway,Rafael Kayanan,,,No,No,,comic
Haywire,2,DC,,Michael Fleisher,Vince Giarrano,,,Yes,No,,comic
He Fought Like a Tiger in a Trap,,,,,,,,,,
Head Lopper,1,Image,Andrew Maclean,Andrew Maclean,Andrew Maclean,,,,,,comic
Head Lopper,2,Image,Andrew Maclean,Andrew Maclean,Andrew Maclean,,,,,,comic
Head Lopper,3,Image,Andrew Maclean,Andrew Maclean,Andrew Maclean,,,,,,comic
Head Lopper,4,Image,Andrew Maclean,Andrew Maclean,Andrew Maclean,,,,,,comic
Head Lopper,6,Image,Andrew Maclean,Andrew Maclean,Andrew Maclean,,,,,,comic
Head Lopper,7,Image,Andrew Maclean,Andrew Maclean,Andrew Maclean,,,,,,comic
Head Lopper,8,Image,Andrew Maclean,Andrew Maclean,Andrew Maclean,,,,,,comic
Heaven All Day,,,John Martz,John Martz,John Martz,,,,,,minicomic
Helena Crash,1,,Warwick Johnson-Cadwell,"Fabian Rangel, Jr.",Warwick Johnson-Cadwell,,,,,,comic
Helena Crash,2,,Warwick Johnson-Cadwell,"Fabian Rangel, Jr.",Warwick Johnson-Cadwell,,,,,,comic
Helena Crash,3,,Warwick Johnson-Cadwell,"Fabian Rangel, Jr.",Warwick Johnson-Cadwell,,,,,,comic
Helena Crash,4,,Warwick Johnson-Cadwell,"Fabian Rangel, Jr.",Warwick Johnson-Cadwell,,,,,,comic
Hellboy: 20th Anniversary Sampler,1,Dark Horse,Mike Mignola,"Mike Mignola
R. Sitoryak","Mike Mignola
Fabio Moon
R.Sitoryak
Cermon Stewart",,2014,Yes,Yes,,comic
Hellboy: the Mole,1,Dark Horse,Mike Mignola,Mike Mignola,"Duncan Fegrado
Guy Davis
Paul Azaceta",FCBD,2008,Yes,Yes,,comic
Hellboy: the Penanggalan,1,Dark Horse,Guy Davis,"Mike Mignola
John Arcudi","Mike Mignola
Guy Davis",Wizard Premiere Edition,2004,Yes,Yes,,comic
Hellboy: Winter Special,1,Dark Horse,Mike Mignola,"Mike Mignola
Scott Allie
Chris Roberson
Chelsea Cain
Dean Rankine
","Tim Sale
Michael Walsh
Michael Avon Oeming
Dean Rankine",,2017,Yes,Yes,,comic
"Hello, Pot-Pot",,,Mason Dickerson,Mason Dickerson,Mason Dickerson,,,Yes,Yes,,minicomic
"Help, Eddie, Help",,,Pranas Naujokaitis,Pranas Naujokaitis,Pranas Naujokaitis,,,,,,minicomic
Henry V,1,Tome Press,,Dave Biafore,Dave Biafore,,,No,,,comic
Her Name was Prudence,,,Cathy Johnson,Cathy Johnson,Cathy Johnson,,,,,,minicomic
Herculian,,Image,Erik Larsen,Erik Larsen,Erik Larsen,,,,,,comic
Here at the End of All Things,,,Colleen Frakes,Colleen Frakes,Colleen Frakes,,,,,,minicomic
Hero Project,1,Vanguard,D.N. Bailey,D.N. Bailey,D.N. Bailey,Jason Hamlin dollar bin Heroescon 2019,1987,No,,,comic
"Heroes, Inc. presents: Cannon",1,Wally Wood,,"Wally Wood
Ron Whyte","Wally Wood
Steve Ditko",,,Yes,Yes,,comic
"Hilda: Featuring Akissi, Plus Fantasy Sports",,,"Sam Bosma
Luke Pearson","Sam Bosma
Luke Pearson","Sam Bosma
Luke Pearson",FCBD Nobrow Anthology,,,,,indie
Hip Hop Family Tree,1,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,2,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,3,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,4,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,5,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,6,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,7,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,8,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,9,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,10,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,11,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree,12,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,signed,,,,,indie
Hip Hop Family Tree Three-in-One,,Fantagraphics,,,,,,,,,indie
Hip Hop Family Tree Two-in-One,,Fantagraphics,,,,,,,,,indie
Hip Hop Family Tree: Fat Boys,,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,FCBD Anthology,,,,,indie
Hip Hop Family Tree: Three-in-one,,Fantagraphics,Ed Piskor,Ed Piskor,Ed Piskor,FCBD Anthology,,,,,indie
His Last Comic,,,Noah Van Sciver,Noah Van Sciver,Noah Van Sciver,destroyed by cat piss,,Yes,No,Yes,minicomic
Hollow,,,Sam Alden,Sam Alden,Sam Alden,,,,,,minicomic
"Holo Brothers: Messin'' with the Kid, The",1,Monster,,Jim Rohn,Jim Rohn,,,Yes,No,,comic
Horror Tapes,,,Robert Young,Robert Young,Robert Young,,,,,,minicomic
Horse Head Killer,,,Kevin Cannon,Kevin Cannon,Kevin Cannon,,,,,,minicomic
Hot Shots,1,Hot,,,,,,Yes,No,,comic
Hot Wheels,6,DC,,Len Wein,Neal Adams,Xmas gift 2018 from Greg,,No,,,comic
House of Mystery,1,DC,,,,Millennium reprint,,Yes,Yes,,comic
How to Build and Maintain Your Very Own Memory Palace,,,Erik Heumiller,Erik Heumiller,Erik Heumiller,,,,,,minicomic
How to Draw Comics: A Guidebook to CCS,,,Kevin Huizenga,Kevin Huizenga,Kevin Huizenga,,,,,,minicomic
How to Make Comics,,,Caitlin Skaalrud,Caitlin Skaalrud,Caitlin Skaalrud,,,,,,minicomic
Howard the Human,1,Marvel,,Skottie Young,Jim Mahfood,,,Yes,Yes,,comic
Hunter and Painter,,,Tom Gauld,Tom Gauld,Tom Gauld,,,,,,minicomic
Hunters,1,Archer,Keith Mudd,F.T. Ray,Keith Mudd,Jason Hamlin dollar bin Heroescon 2019,1987,No,,No,comic
Hyperspeed to Nowhere,,,Lale Westvind,Lale Westvind,Lale Westvind,,,,,,minicomic
I Am Not Okay With This,0,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,1,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,2,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,3,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,4,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,5,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,6,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,7,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,8,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,9,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,10,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,11,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,12,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,13,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,14,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Am Not Okay With This,15,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
I Can Kill Any Thing,,,Kyle Starks,Kyle Starks,Kyle Starks,,,,,,minicomic
I Don''t Hate Your Guts,,,Noah Van Sciver,Noah Van Sciver,Noah Van Sciver,,,,,,minicomic
I Hate Art,,,Kristin Mehaffey,Kristin Mehaffey,Kristin Mehaffey,Norfolk,,,,,minicomic
I Swallowed the Key to My Heart,1,,Liz Prince,Liz Prince,Liz Prince,,,,,,minicomic
I Swallowed the Key to My Heart,2,,Liz Prince,Liz Prince,Liz Prince,,,,,,minicomic
I Swallowed the Key to My Heart,3,,Liz Prince,Liz Prince,Liz Prince,,,,,,minicomic
Ibots,1,Tekno,,"Isaac Asimov
Howard Chaykin
Steven Grant",George Perez,,,Yes,No,,comic
Icarus,1,Aircel,Dave Cooper,Dave Cooper,Dave Cooper,,,Yes,Yes,,comic
Icarus,2,Aircel,Dave Cooper,Dave Cooper,Dave Cooper,,,Yes,Yes,,comic
Icarus,3,Aircel,Dave Cooper,Dave Cooper,Dave Cooper,,,Yes,Yes,,comic
Icarus,4,Aircel,Dave Cooper,Dave Cooper,Dave Cooper,,,Yes,Yes,,comic
Icarus,5,Aircel,Dave Cooper,Dave Cooper,Dave Cooper,,,Yes,Yes,,comic
Icarus,6,Aircel,Dave Cooper,Dave Cooper,Dave Cooper,,,Yes,Yes,,comic
Il Cammino Delle Capre,,,Kris Mukai,Kris Mukai,Kris Mukai,,,,,,minicomic
Image Characters Drawn as Cats,,,Greg Steele,Greg Steele,Greg Steele,,,,,,minicomic
Images of Shadowhawk,1,Image,,,,,,,,,comic
Images of Shadowhawk,2,Image,,,,,,,,,comic
Images of Shadowhawk,3,Image,,,,,,,,,comic
In Pace Requiescat,,,Julia Gfrorer,Julia Gfrorer,Julia Gfrorer,,,,,,minicomic
In Situ,3,,Sophie Yanow,Sophie Yanow,Sophie Yanow,,,,,,minicomic
"Incredible Hulk, The",302,Marvel,Mike Mignola,Bill Mantlo,Sal Buscema,,1984,,Yes,,comic
"Incredible Hulk, The",304,Marvel,Mike Mignola,Bill Mantlo,Sal Buscema,,1984,,Yes,,comic
"Incredible Hulk, The",305,Marvel,Mike Mignola,Bill Mantlo,Sal Buscema,,1984,,Yes,,comic
"Incredible Hulk, The",306,Marvel,Mike Mignola,Bill Mantlo,Sal Buscema,,1984,,Yes,,comic
"Incredible Hulk, The",307,Marvel,Mike Mignola,Bill Mantlo,Sal Buscema,,1984,,Yes,,comic
"Incredible Hulk, The",308,Marvel,Mike Mignola,Bill Mantlo,Sal Buscema,,1984,,Yes,,comic
"Incredible Hulk, The",309,Marvel,Mike Mignola,Bill Mantlo,Sal Buscema,,1984,,Yes,,comic
"Incredible Hulk, The",311,Marvel,Mike Mignola,Bill Mantlo,Mike Mignola,,1985,,Yes,,comic
"Incredible Hulk, The",312,Marvel,Mike Mignola,Bill Mantlo,Mike Mignola,,1985,,Yes,,comic
"Incredible Hulk, The",313,Marvel,Mike Mignola,Bill Mantlo,Mike Mignola,,1985,,Yes,,comic
"Incredible Hulk, The",340,Marvel,,Peter David,Todd McFarlane,2009 Custom Comic?,,Yes,Yes,,comic
Ink for Beginners,,,Kate Leth,Kate Leth,Kate Leth,,,,,,minicomic
Intruder,1,TSR,,Steven Grant,Tim Gula,,,No,No,,comic
Intruder,2,TSR,,Steven Grant,Tim Gula,,,No,No,,comic
Intruder,3,TSR,,Steven Grant,Tim Gula,,,No,No,,comic
Intruder,4,TSR,,Steven Grant,Tim Gula,,,No,No,,comic
Irksome,,,Wiltshire,Wiltshire,Wiltshire,NOICE 2019,,,,,minicomic
Irregular Limbs,,,Nich Francis Potter,Nich Francis Potter,Nich Francis Potter,,,,,,minicomic
Island,8,Image,"Michael Deforge
Simon Roy","Michael Deforge
Simon Roy","Michael Deforge
Simon Roy",Ben Sears pinup,,Yes,No,,comic
Island,14,Image,"Farel Dalrymple
Jess Pollard
Remy Boydell
Michelle Perez
Tory Nixey
Ana Galvan
M.L. Macdonald
Shanna Matuszak","Farel Dalrymple
Jess Pollard
Remy Boydell
Michelle Perez
Tory Nixey
Ana Galvan
M.L. Macdonald
Shanna Matuszak","Farel Dalrymple
Jess Pollard
Remy Boydell
Michelle Perez
Tory Nixey
Ana Galvan
M.L. Macdonald
Shanna Matuszak",,,,,,comic
It Could Always Be Worse,,,Kyle Starks,Kyle Starks,Kyle Starks,,,,,,minicomic
It Will All Hurt,,,Farel Dalrymple,Farel Dalrymple,Farel Dalrymple,,,,,,minicomic
It''s All Relative,,,Claire Connelly,Claire Connelly,Claire Connelly,,,,,,minicomic
IX,,,Liz Suburbia,Liz Suburbia,Liz Suburbia,,,,,,minicomic
Jack Hunter,1,Blackthorne,Joe Kubert,Bruce Jones,Dell Barras,,,Yes,No,,comic
Jack Kirby''s Night Glider,1,Topps,,"Roy Thomas
Gerry Conway",Don Heck,Kirbychrome cover,,Yes,Yes,,comic
Jack Kirby''s Secret City Saga,0,Topps,,"Jack Kirby
Roy Thomas
Tony Isabella","Walt Simonson
John Cleary",,,No,,,comic
Jack Kirby''s Secret City Saga,2,Topps,,"Jack Kirby
Roy Thomas
Tony Isabella","Walt Simonson
John Cleary",,,No,,,comic
"Jam Special, THe",1,Slave Labor,Matt Wagner,Bernie Mireault,Bernie Mireault,,,Yes,Yes,,comic
Jason Conquers America,,,Jason,Jason,Jason,,,,,,minicomic
JC''s Way,,,Jessica Campbell,Jessica Campbell,Jessica Campbell,destroyed by cat piss,,,,,minicomic
Jinxremoving,10,,Arpad Crisis,Arpad Crisis,Arpad Crisis,,,,,,minicomic
Joey,,,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Johnny Boo and Harold in Tricky Treaters,,,James Kochalka,James Kochalka,James Kochalka,Top Shelf ComicFest 2012 split,,,,,minicomic
Journal Comics 2016 January - December,,,Liz Prince,Liz Prince,Liz Prince,,,,,,minicomic
Journal Comics 2017 July - December,,,Liz Prince,Liz Prince,Liz Prince,,,,,,minicomic
Journal Comics 2018 January - July,,,Liz Prince,Liz Prince,Liz Prince,,,,,,minicomic
Journey Into Strange Suspense,1,Ripple,Patrick Ian Rooks,Patrick Ian Rooks,Patrick Ian Rooks,,,Yes,Yes,,minicomic
Journey Into Strange Suspense,2,Ripple,Patrick Ian Rooks,Patrick Ian Rooks,Patrick Ian Rooks,2 copies,,Yes,Yes,,minicomic
Journey Into Strange Suspense,3,Ripple,Patrick Ian Rooks,Patrick Ian Rooks,Patrick Ian Rooks,2 copies,,Yes,Yes,,minicomic
Journey Into Strange Suspense,4,Ripple,Patrick Ian Rooks,Patrick Ian Rooks,Patrick Ian Rooks,2 copies,,Yes,Yes,Yes,minicomic
JSA Classified,21,DC,,Walt Simonson,Walt Simonson,featuring Hawkman,,Yes,No,,comic
Judge Dredd Classics,1,IDW,,John Wagner,Brian Bolland,FCBD 2013 Edition,,Yes,Yes,,comic
Junkwaffel,4,Print Mint,,Vaughn Bode,Vaughn Bode,,,Yes,Yes,,local
Justice League International Quarterly,14,DC,Mike Mignola,"Paul Kupperberg
Terry Kavanagh
Ron Altaville","Alan Kupperberg
Rod Whigham",,1994,,Yes,,comic
Justice League of America,56,DC,,,,,,No,Yes,,comic
Justice League of America: Super Spectacular,1,DC,,,,"contains stories from:
Mystery in Space 75
All Star Comics 41
Detective Comics 432
The Brave and the Bold 28",,Yes,Yes,,comic
Justice Machine,1,Comico,,"Mike Gustovich
Tony Isabella",Mike Gustovich,,,Yes,No,,comic
"Justice Machine, The",1,Millenium,,,,,,Yes,No,,comic
"Justice, Inc.",4,DC,Joe Kubert,"Denny O''Neil
Paul Levitz","Jack Kirby
Mike Rover",,,No,,,comic
Kamandi,26,DC,,Jack Kirby,Jack Kirby,,,No,,,comic
Keep Your Hair Black,,,Jordan Jeffries,Jordan Jeffries,Jordan Jeffries,,,,,,minicomic
Keif Llama: Gas War,1,Oni,,Matt Howarth,Matt Howarth,,,Yes,No,,comic
"Kickers, Inc.",9,Marvel,Mike Mignola,Dwight J. Zimmerman,Alan Kupperberg,,1987,,Yes,,comic
"Kickers, Inc.",12,Marvel,Mike Mignola,Dwight J. Zimmerman,Alan Kupperberg,,1987,,Yes,,comic
Kilgore Quarterly,4,Kilgore,,,,,,,,,indie
Kilgore Quarterly,5,Kilgore,,,,,,,,,indie
Kilgore Quarterly,6,Kilgore,,,,,,,,,indie
Kinetic,1,DC,,Kelley Puckett,Warren Pleece,,,Yes,No,,comic
King City,5,Image,Brandon Graham,Brandon Graham,Brandon Graham,Oversized,,,,,comic
King-Cat,70,,John Porcellino,John Porcellino,John Porcellino,,,,,,minicomic
King-Cat,71,,John Porcellino,John Porcellino,John Porcellino,,,,,,minicomic
King-Cat,72,,John Porcellino,John Porcellino,John Porcellino,,,,,,minicomic
King-Cat,73,,John Porcellino,John Porcellino,John Porcellino,,,,,,minicomic
King-Cat,74,,John Porcellino,John Porcellino,John Porcellino,,,,,,minicomic
King-Cat,75,,John Porcellino,John Porcellino,John Porcellino,,,,,,minicomic
King-Cat,76,,John Porcellino,John Porcellino,John Porcellino,,,,,,minicomic
King-Cat,78,,John Porcellino,John Porcellino,John Porcellino,,,,,,minicomic
Know Your Double,,,John Martz,John Martz,John Martz,,,,,,minicomic
Koochie is Free,,,Robbi Behr,Robbi Behr,Robbi Behr,,,,,,minicomic
Korak: Son of Tarzan,50,DC,Joe Kubert,Bob Kanigher,Frank Thorne,,,Yes,Yes,,comic
Kutlul,,,,,,,,,,
"Last American, The",1,Epic,,"Alan Grank
John Wagner",Mike McMahon,,,No,Yes,,comic
"Last American, The",2,Epic,,"Alan Grank
John Wagner",Mike McMahon,,,No,Yes,,comic
"Last American, The",3,Epic,,"Alan Grank
John Wagner",Mike McMahon,,,No,Yes,,comic
"Last American, The",4,Epic,,"Alan Grank
John Wagner",Mike McMahon,,,No,Yes,,comic
"Last Fantastic Four Story, The",1,Marvel,,Stan Lee,"John Romita, Jr. ",,,Yes,No,,comic
"Law of Dredd, The",9,Fleetway Quality,,Pat Mills,Mike McMahon,,,,,,comic
"Law of Dredd, The",12,Fleetway Quality,,John Wagner,Brian Bolland,,,,,,comic
Leave/Return,,,Christopher Green,Christopher Green,Christopher Green,,,,,,minicomic
"Legend of Supreme, The",1,Image,,"Keith Giffen
Robert Loren Fleming","Keith Giffen
Jeff Johnson",,,1,,,comic
Legend of the Hawkman,1,DC,,Ben Raab,Michael Lark,prestige format,,Yes,Yes,,comic
"Legend of Will Power, The",1,Primal Paper,,Vince White,Vince White,2 copies,,Yes,Yes,,local
"Legend of Will Power, The",2,Primal Paper,,Vince White,Vince White,2 copies,,Yes,Yes,,local
"Legend of Will Power, The",3,Primal Paper,,Vince White,Vince White,,,Yes,Yes,,local
"Legend of Will Power, The",4,Primal Paper,,Vince White,Vince White,,,Yes,Yes,,local
"Legend of Will Power, The",5,Primal Paper,,Vince White,Vince White,2 copies,,Yes,Yes,,local
Legends of the Dark Knight,38,DC,,Alan Grant,Kevin O''Neill,,,Yes,Yes,,comic
Legends of the Dark Knight,50,DC,Brian Bolland,,,,,Yes,Yes,,comic
Legends of the Dark Knight,54,DC,Mike Mignola,Dan Raspler,Mike Mignola,"Knight''s End, part 4",1993,Yes,Yes,,comic
Legends of the Dark Knight,55,DC,,Chuck Dixon,Mike McMahon,,,Yes,Yes,,comic
Legends of the Dark Knight,56,DC,,Chuck Dixon,Mike McMahon,,,Yes,Yes,,comic
Legends of the Dark Knight,57,DC,,Chuck Dixon,Mike McMahon,,,Yes,Yes,,comic
Legends of the Dark Knight,62,DC,Mike Mignola,Chuck Dixon,Ron Wagner,,1994,,Yes,,comic
Legends of the Dark Knight,65,DC,,JM DeMatteis,Joe Staton,,,Yes,No,,comic
Legends of the Dark Knight Annual,1,DC,Mike Mignola,Dennis O''Neil,Jim Aparo,,1991,,Yes,,comic
Legion of Super Heroes,300,DC,,Paul Levitz,Keith Giffen,,,No,,,comic
Lemon & Ket,,,Natalie Andrewson,Natalie Andrewson,Natalie Andrewson,,,,,,minicomic
Leviathan,,,Jack Teagle,Jack Teagle,Jack Teagle,,,,,,minicomic
Ley Lines: Unholy Shapes,,Czap,Annie Mok,Annie Mok,Annie Mok,,,,,,minicomic
Libby''s Dad,,,Eleanor Davis,Eleanor Davis,Eleanor Davis,,,,,,minicomic
Liberty Legion,30,Marvel,Jack Kirby,Roy Thomas,Don Heck,,,,,,comic
"Light and Darkness War, The",1,Epic,,Tom Veitch,Cam Kennedy,,,Yes,Yes,,comic
"Light and Darkness War, The",2,Epic,,Tom Veitch,Cam Kennedy,,,Yes,Yes,,comic
"Light and Darkness War, The",3,Epic,,Tom Veitch,Cam Kennedy,,,Yes,Yes,,comic
"Light and Darkness War, The",4,Epic,,Tom Veitch,Cam Kennedy,,,Yes,Yes,,comic
"Light and Darkness War, The",5,Epic,,Tom Veitch,Cam Kennedy,,,Yes,Yes,,comic
"Light and Darkness War, The",6,Epic,,Tom Veitch,Cam Kennedy,,,Yes,Yes,,comic
Lincoln Franklin,1,,Jesse Mead,Jesse Mead,Jesse Mead,,,,,,minicomic
Lincoln Franklin,2,,Jesse Mead,Jesse Mead,Jesse Mead,,,,,,minicomic
Lincoln Franklin,3,,Jesse Mead,Jesse Mead,Jesse Mead,,,,,,minicomic
Lobo: Unamerican Gladiators,1,DC,Mike Mignola,"Alan Grant
John Wagner",Cam Kennedy,,1993,No,Yes,,comic
Lobo: Unamerican Gladiators,2,DC,Mike Mignola,"Alan Grant
John Wagner",Cam Kennedy,,1993,No,Yes,,comic
Lobo: Unamerican Gladiators,3,DC,Mike Mignola,"Alan Grant
John Wagner",Cam Kennedy,,1993,No,Yes,,comic
Lobo: Unamerican Gladiators,4,DC,Mike Mignola,"Alan Grant
John Wagner",Cam Kennedy,,1993,No,Yes,,comic
Looking Out,,,Phillippa Rice,Phillippa Rice,Phillippa Rice,,,,,,minicomic
Los Tres Perdidos,,,Mason Dickerson,Mason Dickerson,Mason Dickerson,,,Yes,Yes,,minicomic
Lou,1,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,2,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,3,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,4,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,5,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,6,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,7,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,8,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,9,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,10,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,11,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,12,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,13,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,14,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,15,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,16,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou,17,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Lou: A Very Special,,Oily,Melissa Mendes,Melissa Mendes,Melissa Mendes,,,,,,minicomic
Love Diary,81,Charlton,,,,,,No,,,comic
Love Fights,1,Oni,,Andi Watson,Andi Watson,,,Yes,No,,comic
Love Fights,2,Oni,,Andi Watson,Andi Watson,,,Yes,No,,comic
Love Fights,3,Oni,,Andi Watson,Andi Watson,,,Yes,No,,comic
Love Fights,4,Oni,,Andi Watson,Andi Watson,,,Yes,No,,comic
Love Song,,,Drew Brockington,Drew Brockington,Drew Brockington,,,,,,minicomic
Lovers Only,,,,,,,,,,
Lucky Crab,,,Mason Dickerson,Mason Dickerson,Mason Dickerson,,,Yes,Yes,No,minicomic
Luv Sucker,1,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
Luv Sucker,2,Oily,Charles Forsman,Charles Forsman,Charles Forsman,,,,,,minicomic
Mad Girl,,,Natalie Andrewson,Natalie Andrewson,Natalie Andrewson,,,,,,minicomic
Magic Cloak,,,Pat Kain,Pat Kain,Pat Kain,,,,,,minicomic
Major Bummer,,,Peter Faecke,Peter Faecke,Peter Faecke,,,,,,minicomic
"Man of Steel Annual, The",3,DC,Mike Mignola,Chirstopher Priest,Mark Bright,Elseworlds,1994,Yes,Yes,,comic
Map of the Human Digestive System,,,Maris Wicks,Maris Wicks,Maris Wicks,,,,,,minicomic
Marauder,,,Jordan Neves,Jordan Neves,Jordan Neves,,,,,,minicomic
Mars Attacks!,1,,Chris Schweizer,Kyle Starks,Chris Schweizer,,,Yes,Yes,Yes,comic
Mars Attacks!,2,,Chris Schweizer,Kyle Starks,Chris Schweizer,,,Yes,Yes,Yes,comic
Mars Attacks!,3,,,Kyle Starks,Chris Schweizer,,,Yes,Yes,Yes,comic
Mars Attacks!,4,,Chris Schweizer,Kyle Starks,Chris Schweizer,,,Yes,Yes,Yes,comic
Mars Attacks!,5,,Chris Schweizer,Kyle Starks,Chris Schweizer,,,Yes,Yes,Yes,comic
Marshal Law,1,"Epic
Titan Books",,Pat Mills,Kevin O''Neil,TPB,,Yes,No,,comic
Marvel Comics Presents,20,Marvel,Mike Mignola,Bob Harras,Ron Lim,,1989,,Yes,,comic
Marvel Comics Presents,89,Marvel,,"Peter David
Scott Lobdell
Dan Slott","Sam Kieth
Jae Lee
Rita Fagiani
Joe Madureira",,,Yes,No,,comic
Marvel Comics Presents: Rom and Friends,,,Josh Bayer,Josh Bayer,Josh Bayer,,,,,,minicomic
Marvel Team-Up,19,Marvel,,Robert Kirkman,Cory Walker,,,Yes,Yes,,comic
"Mask: World Tour, The",1,Dark Horse,,Robert Loren Fleming,Gary Erskine,,,Yes,No,,comic
Master of Feng Shui,,,Zander Cannon,Zander Cannon,Zander Cannon,,,,,,minicomic
Mathematical Solutions for a Global Crisis,,,Jesse Jacobs,Jesse Jacobs,Jesse Jacobs,,,,,,minicomic
Matinee Junkie,1,,Jordan Jeffries,Jordan Jeffries,Jordan Jeffries,,,,,,minicomic
Matinee Junkie,2,,Jordan Jeffries,Jordan Jeffries,Jordan Jeffries,,,,,,minicomic
Meat,,,Bryan West,Bryan West,Bryan West,,,,,,minicomic
Meatspace,,,Andrew Maclean,,Andrew Maclean,,,,,,minicomic
Medieval Spawn/Witchblade,1,Image,,Garth Ennis,Brandon Peterson,,,Yes,Yes,,comic
Medieval Spawn/Witchblade,2,Image,,Garth Ennis,Brandon Peterson,owned as a kid,,Yes,Yes,,comic
Medieval Spawn/Witchblade,3,Image,,Garth Ennis,Brandon Peterson,,,Yes,Yes,,comic
Meeting Comics,1,,Andrew Neal,Andrew Neal,Andrew Neal,,,,,,minicomic
Meeting Comics,2,,Andrew Neal,Andrew Neal,Andrew Neal,,,,,,minicomic
Meeting Comics,3,,Andrew Neal,Andrew Neal,Andrew Neal,,,,,,minicomic
